Diện tích,Số tầng,Đường vào,Latitude,Longitude,Loại đường vào,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,duong_vao_null_flag,Đường_Từ_Địa_Chỉ,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Khac,Ty_Le_Dat_O,Tổng số phòng,khoang_cach_trung_tam,Pháp lý_Sổ đỏ,Pháp lý_không có,Nội thất_Cơ bản,Nội thất_Trống / Nhà thô,Nội thất_Đầy đủ,Khoảng giá
59.0,3.0,6.0,10.6968334434718,106.740503470024,2.0,8.131668552257471,7.431275025157785,2787.2,1,0,0,0,0,0,18.321957535463458,5.42049368541906,86.07240241102183,0.0,8.508180252583237,9.0,9.799102150876504,0.0,0.0,0.0,0.0,1.0,6.2
220.0,4.0,16.0,10.740684372115,106.698618129968,0.0,17.789285714285825,17.287883938053668,498563.61,0,0,0,0,0,0,22.174529617989272,95.4990898754123,0.0,0.1154456499542756,4.385462468871324,12.0,3.936266824760895,0.0,0.0,0.0,0.0,1.0,51.99
60.0,4.0,10.0,10.8305438202251,106.705219237934,0.0,18.827244701348747,16.235786892588425,6964.9,1,0,0,0,1,0,19.425983461480996,23.7088831138997,0.0,0.0,76.29068615486224,8.0,6.081661438492293,0.0,0.0,0.0,1.0,0.0,14.8
72.0,4.0,6.0,10.8012130704038,106.693428698927,3.0,18.827244701348747,15.13100312673361,538.2,1,0,0,0,0,0,18.133914647361333,67.75919732441471,0.0,0.0,32.23708658491267,9.0,2.926108380103842,0.0,0.0,0.0,1.0,0.0,9.5
48.0,4.0,8.0,10.799627086485,106.589191662581,2.0,10.737500000006847,13.71334205498395,2601.5,1,0,0,0,0,0,17.356189685781594,4.378243321160869,0.0,0.0,95.62367864693448,7.0,12.502866364461095,0.0,0.0,1.0,0.0,0.0,4.95
95.0,5.0,12.0,10.8007484789424,106.776996275601,0.0,38.647438220481845,44.55718221916659,,0,0,0,0,0,0,19.567814035091047,,,,,10.0,8.734932638841359,1.0,0.0,0.0,1.0,0.0,33.0
100.0,3.0,14.0,10.385859,106.91994,0.0,19.383985295609417,20.086701866981706,,0,0,1,1,0,0,20.25050569105691,,,,,11.0,49.539301216809434,0.0,1.0,1.0,0.0,0.0,13.29
167.0,4.0,30.0,10.8000676944298,106.674005997774,3.0,18.63592086332186,24.56391683041859,579606.9,0,0,0,0,0,0,20.342567872241002,13.500874471991276,85.7039676373763,0.0,0.1408420086096283,13.0,3.990054912579999,0.0,0.0,1.0,0.0,0.0,55.0
44.0,2.0,5.0,10.8290367325285,106.689120980128,2.0,11.098013468022373,15.149860937399001,21577.1,1,1,0,0,0,0,16.60869960096871,29.850350603185788,0.0,70.14946401509008,0.0,4.0,6.0408133242554065,0.0,0.0,0.0,1.0,0.0,6.5
39.0,2.0,4.0,10.8580404493092,106.744663600227,0.0,15.48107692307722,18.370149256274082,,1,0,0,0,0,0,14.230094570897254,,,,,4.0,10.288733774397636,0.0,0.0,0.0,1.0,0.0,4.2
240.0,2.0,12.0,10.7487942396353,106.618452472459,3.0,10.737500000006847,19.36213730687916,1654.6,0,0,1,1,0,0,18.852521452227894,86.77988637737218,0.0,0.0,13.218300495588055,9.0,9.521675329941235,0.0,0.0,0.0,1.0,0.0,30.0
36.0,4.0,6.0,10.8201285277001,106.704050496353,0.0,18.827244701348747,16.235786892588425,1306.4,1,0,0,0,0,0,13.930220361551154,69.48714023270054,2.1785058175137784,0.0,28.33435394978567,7.0,4.917440000261728,0.0,0.0,0.0,0.0,1.0,7.95
60.0,4.0,16.0,10.7975767486355,106.689460964561,3.0,18.63592086332186,20.918551142754602,,0,0,0,0,0,0,21.40910965668906,,,,,7.0,2.715247665869099,0.0,0.0,0.0,0.0,1.0,29.0
75.0,3.0,3.0,10.7978633116561,106.70503819197,3.0,18.827244701348747,15.081788755498186,3425.9,0,0,0,0,0,0,19.911470140858842,64.69774365860066,33.41837181470563,0.0,1.883300738492075,18.0,2.468854155523382,0.0,0.0,0.0,0.0,1.0,8.89
69.0,6.0,8.8,10.7919538304808,106.67159487086,0.0,18.63592086332186,16.235786892588425,99.7,0,0,0,0,0,1,13.842079023496492,38.90672016048144,0.0,0.0,61.133400200601805,26.0,3.678855658256046,0.0,0.0,0.0,0.0,1.0,19.5
180.0,1.0,10.0,10.6939601845082,106.572000952714,3.0,13.123347608580726,18.514650966774887,2082.5,0,0,0,1,0,0,20.25050569105691,0.0,99.99903961584634,0.0,0.0,3.0,16.797002063003426,0.0,0.0,0.0,0.0,1.0,4.3
175.0,3.0,14.3,10.7819539579719,106.674688717698,2.0,24.737282299672927,16.235786892588425,63.1,1,0,0,0,0,1,14.535280883434632,0.0,0.0,0.0,100.0,13.0,2.959972960546903,0.0,0.0,0.0,1.0,0.0,27.0
52.0,5.0,4.0,10.7854784079901,106.698660394011,3.0,53.75818181817839,49.46190076307165,1846.3,0,0,0,0,0,0,26.915843909224144,97.01727779884092,0.0,2.982722201159075,0.0,8.0,1.08711827098724,0.0,0.0,1.0,0.0,0.0,14.5
92.0,5.0,5.0,10.7616007360089,106.690136269538,3.0,53.75818181817839,22.30565215020024,331.4,1,0,0,0,0,0,31.338914411207632,1.7079058539529273,94.18225709112856,0.0,4.103802051901026,28.0,1.9994866869246315,0.0,0.0,0.0,1.0,0.0,21.0
73.0,4.0,4.0,10.81090157714,106.70207115606,3.0,18.827244701348747,20.454141465138118,6695.5,0,0,0,0,0,0,17.16203807849431,33.400791576431935,3.3731610783361963,0.7803748786498395,57.342991561496525,14.0,3.882327758442409,0.0,0.0,0.0,0.0,1.0,11.9
66.0,2.0,6.0,10.7516360510882,106.701764704307,0.0,17.789285714285825,17.287883938053668,498563.61,0,0,0,0,0,0,13.55522012715968,95.4990898754123,0.0,0.1154456499542756,4.385462468871324,4.0,2.7101204110484503,0.0,0.0,0.0,0.0,1.0,6.6
97.0,6.0,8.0,10.7898371773342,106.693804484995,2.0,53.75818181817839,34.07029975082686,1485.6,0,0,0,0,0,0,29.34260834230355,78.474690360797,0.0,4.577948303715671,16.94870759289176,23.0,1.7327475316376189,0.0,0.0,0.0,0.0,1.0,28.0
75.0,4.0,7.0,10.7995869152094,106.650877522402,3.0,19.38917355371901,20.454141465138118,4537.5,0,1,1,1,0,1,19.567814035091047,92.52055096418732,0.0,0.0,7.478567493112948,9.0,6.0805176348000245,0.0,0.0,1.0,0.0,0.0,7.7
527.0,3.0,20.0,10.8059921264648,106.790031433105,0.0,19.053737403258268,23.42179327737413,,0,0,0,0,0,0,18.852521452227894,,,,,12.0,10.270398686624748,0.0,0.0,0.0,1.0,0.0,64.98
51.0,3.0,4.0,10.8359520773843,106.661071079675,2.0,11.098013468022373,16.924787565129154,641.9,1,0,0,0,0,0,10.107421869117639,52.77145972892975,0.0,47.223866645895,0.0,7.0,7.97217551537392,0.0,0.0,0.0,0.0,1.0,6.6
153.0,3.0,22.6,10.8433222706662,106.709313572448,0.0,15.48107692307722,14.40074884671146,,0,1,1,0,0,1,20.391985999466947,,,,,21.0,7.539457157202928,0.0,1.0,0.0,1.0,0.0,13.5
80.0,4.0,10.0,10.8670536650804,106.626225752869,0.0,8.826587030733174,9.23912502081522,,0,1,1,1,0,0,18.20183555273926,,,,,10.0,13.014701646351313,0.0,0.0,0.0,0.0,0.0,8.2
84.0,5.0,4.0,10.8356729231004,106.842701196486,0.0,19.053737403258268,21.65981557903033,,0,1,1,1,1,1,20.25050569105691,,,,,11.0,16.829409980998346,0.0,0.0,0.0,1.0,0.0,17.0
105.0,3.0,11.4,10.69898,106.6419,3.0,13.123347608580726,17.577819031868692,2857.1,0,1,1,0,0,1,17.67945501854178,37.63361450421757,4.150012250183752,0.0,0.0,6.0,10.7319346839922,0.0,0.0,0.0,1.0,0.0,10.5
50.0,2.0,6.0,10.8787804587565,106.775092979451,0.0,15.48107692307722,14.196219758981544,,0,1,0,1,0,1,20.25050569105691,,,,,8.0,13.99713236846973,0.0,0.0,0.0,1.0,0.0,3.65
32.0,4.0,5.566666666666667,10.7865915006146,106.604590583593,3.0,10.737500000006847,11.523850027712317,98.8,1,0,0,0,0,1,17.858559625558907,17.9251012145749,0.0,0.0,82.04453441295547,6.0,10.607513653668615,0.0,0.0,0.0,0.0,1.0,5.2
40.0,2.0,7.181818181818182,10.8057641813493,106.605103302744,0.0,10.737500000006847,10.067829993435623,1603.5,1,0,0,0,0,1,18.780773771776595,30.215777985656377,0.0,0.0,69.78609292173373,4.0,10.995510776238904,0.0,0.0,0.0,0.0,1.0,3.98
60.0,4.0,7.25,10.790138049973,106.692504128794,3.0,53.75818181817839,34.07029975082686,101.4,0,0,0,0,0,1,24.1142258297563,0.0,0.0,0.0,100.0,8.0,1.8311313586697608,0.0,0.0,0.0,1.0,0.0,23.0
174.0,6.0,10.0,10.8083101680578,106.687979480697,0.0,19.38917355371901,16.235786892588425,990.7,0,1,0,0,0,0,24.873898992866078,60.74089027960028,0.0,0.0,39.261128495003526,16.0,3.8680162335198065,0.0,0.0,0.0,0.0,1.0,34.0
54.0,2.0,6.666666666666666,10.7585585423307,106.612849394181,0.0,10.737500000006847,19.36213730687916,1059.0,0,1,1,1,1,1,13.472608342303552,16.46742209631728,0.0,0.0,83.53257790368272,4.0,9.833399590779866,0.0,0.0,0.0,1.0,0.0,4.19
88.0,4.0,14.0,10.7668274566362,106.677968092183,3.0,24.737282299672927,18.83383064658232,121.8,0,0,0,0,0,1,21.742372820427185,19.228243021346472,0.0,0.0,80.7799671592775,16.0,2.7249134847322245,0.0,0.0,0.0,1.0,0.0,21.0
182.0,1.0,3.0,10.7917743140429,106.716012908454,3.0,18.827244701348747,41.01013634331939,95.7,0,0,0,0,0,0,18.607354980746287,14.858934169278998,0.0,0.0,85.141065830721,6.0,2.393761432403978,0.0,0.0,1.0,0.0,0.0,14.99
48.0,5.0,5.0,10.8427374540739,106.642595430448,3.0,11.098013468022373,15.61262632367065,4018.4,1,0,0,0,0,0,10.107421869117639,82.11253235118456,0.0,0.0,17.887965359347003,11.0,9.792912576353588,0.0,0.0,0.0,0.0,1.0,8.5
75.0,5.0,14.4,10.8674794624733,106.626432994545,2.0,8.826587030733174,9.23912502081522,,1,0,1,0,0,1,18.20183555273926,,,,,13.0,13.037394976850065,0.0,0.0,0.0,0.0,1.0,7.78
80.0,4.0,9.0,10.6845526357741,106.749897387049,3.0,8.131668552257471,11.712567766934,,0,0,0,0,0,0,11.761918800261277,,,,,9.0,11.4812521332341,0.0,0.0,0.0,0.0,1.0,9.8
100.0,7.0,5.0,10.7954753317149,106.641070941003,3.0,19.38917355371901,15.61262632367065,545.3,0,0,0,0,0,1,21.19494463973162,86.02787456445994,0.0,0.0,13.97212543554007,9.0,6.905358599360175,0.0,1.0,0.0,1.0,0.0,22.9
64.0,4.0,8.909090909090908,10.7900743980527,106.621788890196,0.0,14.87073929990493,9.35870800879073,4226.1,1,0,0,0,0,1,20.25050569105691,71.98054944274863,0.0,0.0,28.020633681171763,9.0,8.803495517394728,1.0,0.0,0.0,1.0,0.0,9.8
52.0,3.0,4.0,10.8491731120123,106.650730138636,0.0,11.098013468022373,24.56391683041859,740.5,1,0,0,0,0,0,11.178588935354508,23.90546927751519,0.0,0.0,76.09858203916274,7.0,9.821816304380796,0.0,0.0,0.0,0.0,1.0,6.65
122.0,2.0,8.0,10.7909924313091,106.645429225911,3.0,19.38917355371901,20.454141465138118,1674.6,0,0,0,0,0,0,21.404741776747944,95.21199092320556,0.0,4.786814761734146,0.0,5.0,6.305366982201208,0.0,0.0,1.0,0.0,0.0,15.0
189.0,3.0,16.0,10.8106845968801,106.789022922617,0.0,19.053737403258268,20.177656837434043,,0,0,0,0,1,0,19.567814035091047,,,,,11.0,10.349113501719712,0.0,0.0,0.0,0.0,1.0,24.0
43.0,3.0,2.0,10.7920154647131,106.688933423002,2.0,53.75818181817839,34.07029975082686,50.3,1,0,0,0,0,1,26.16162258317498,0.0,0.0,0.0,99.96023856858848,6.0,2.2220587883411245,0.0,0.0,0.0,0.0,1.0,18.0
217.0,10.0,20.0,10.7649597654336,106.695232404231,0.0,53.75818181817839,22.30565215020024,68.6,0,0,0,0,0,0,25.885724961203408,2.740524781341108,0.0,0.0,97.28862973760933,60.0,1.3848707813468208,0.0,0.0,0.0,0.0,1.0,115.0
102.0,3.0,20.0,10.8069373694437,106.788151803466,0.0,19.053737403258268,23.42179327737413,,0,0,0,0,0,1,20.87381731865282,,,,,8.0,10.111694433787186,0.0,0.0,0.0,0.0,1.0,18.5
205.0,3.0,20.0,10.7423564274956,106.716838616201,0.0,17.789285714285825,14.672222873812292,69.8,0,1,1,1,0,0,20.25050569105691,9.656160458452725,0.0,0.0,90.40114613180516,10.0,4.117158692424452,0.0,0.0,0.0,0.0,1.0,34.0
91.0,4.0,7.0,10.8058092853145,106.604708639485,0.0,10.737500000006847,10.067829993435623,524.2,0,0,1,0,0,0,20.25050569105691,0.0,0.0,0.0,100.0,8.0,11.03813204299722,0.0,0.0,1.0,0.0,0.0,8.4
77.0,5.0,6.0,10.8499776103379,106.651755461044,0.0,11.098013468022373,16.924787565129154,143.3,1,0,0,0,0,0,11.178588935354508,18.709002093510115,0.0,0.0,81.27006280530354,9.0,9.83423020881809,0.0,0.0,0.0,0.0,1.0,9.5
68.0,2.0,7.0,10.8712828261615,106.631176806986,3.0,8.826587030733174,9.23912502081522,,1,1,1,0,1,0,17.369957436871715,,,,,4.0,13.06038966660836,0.0,0.0,0.0,0.0,1.0,4.3
74.0,2.0,3.0,10.7236524821534,106.735200248659,1.0,17.789285714285825,8.648767860862735,1190.7,1,1,1,0,0,0,8.354727166160457,85.58914923994287,0.0,0.0,14.407491391618375,8.0,6.9107755368696,0.0,0.0,0.0,1.0,0.0,5.29
280.0,8.0,27.5,10.7481881717709,106.71587604964,3.0,17.789285714285825,15.717993526044307,1405.6,0,0,0,0,0,1,18.207540931800263,87.20332953898692,0.0,0.0,12.79667046101309,10.0,3.4884322636268985,0.0,0.0,0.0,1.0,0.0,100.0
600.0,12.0,40.0,10.818434719052,106.692488140797,3.0,11.098013468022373,18.83383064658232,182.4,0,0,0,0,0,0,28.579744739094878,18.68969298245614,0.0,0.0,81.29385964912281,40.0,4.811370926598579,0.0,0.0,1.0,0.0,0.0,279.0
75.0,3.0,11.5,10.814708,106.779495,0.0,19.053737403258268,20.177656837434043,,0,0,0,0,0,1,19.567814035091047,,,,,8.0,9.583738059663323,0.0,0.0,0.0,1.0,0.0,10.6
90.0,1.0,5.7,10.7923198834654,106.617229359045,2.0,14.87073929990493,9.35870800879073,163.4,1,1,1,0,0,1,20.25050569105691,21.223990208078337,0.0,0.0,78.78212974296204,10.0,9.339283154821032,0.0,0.0,0.0,1.0,0.0,7.49
43.0,3.0,4.0,10.7454337700623,106.658970125439,2.0,9.364834955468142,16.924787565129154,222.6,0,0,1,0,0,0,20.25050569105691,0.0,99.9865229110512,0.0,0.0,7.0,5.72124330589299,0.0,0.0,0.0,0.0,1.0,4.5
40.0,5.0,3.9,10.7638726731618,106.693708197374,3.0,53.75818181817839,32.631365062301924,2353.2,0,1,1,0,0,1,25.885724961203408,99.87378888322286,0.1266360700322964,0.0,0.0,12.0,1.5717585962728131,0.0,0.0,0.0,1.0,0.0,16.5
54.0,2.0,4.75,10.8051528775428,106.681909651131,0.0,18.63592086332186,15.149860937399001,137.4,0,0,0,0,0,1,12.77062601913981,0.0,0.1164483260553129,0.0,99.86171761280931,6.0,3.860324417759055,0.0,0.0,0.0,0.0,1.0,9.8
42.0,4.0,7.6,10.7762633611413,106.700961854415,3.0,53.75818181817839,49.46190076307165,10444.7,0,0,0,0,0,1,39.729986027272446,72.0473541604833,25.84200599347037,2.1103526190316617,0.0,9.0,0.0329437629834982,0.0,0.0,0.0,1.0,0.0,15.5
49.0,2.0,3.0,10.7938257417787,106.705514716604,3.0,18.827244701348747,15.081788755498186,73.7,0,1,0,0,1,1,17.845103564658686,61.7910447761194,0.0,0.0,38.16824966078698,7.0,2.0399477158390233,0.0,0.0,0.0,0.0,1.0,6.4
53.0,3.0,4.0,10.7992021790946,106.718365805642,2.0,18.827244701348747,41.01013634331939,5640.4,1,0,0,0,0,0,19.911470140858842,99.06070491454508,0.0,0.0,0.9392950854549322,7.0,3.195777385273095,0.0,0.0,0.0,0.0,1.0,6.95
69.0,2.0,16.8,10.7809348594499,106.676347035284,0.0,54.46617152529408,14.561953480312356,253.0,0,0,0,0,0,1,14.535280883434632,13.98814229249012,0.0,0.0,85.99604743083003,6.0,2.7589643570788844,1.0,0.0,0.0,1.0,0.0,12.0
88.0,2.0,16.0,10.7529344769788,106.588275148391,3.0,10.737500000006847,13.482984203694478,151.1,1,1,1,1,1,0,20.25050569105691,31.244209133024487,0.0,0.0,68.72270019854402,4.0,12.588824225903636,0.0,0.0,0.0,1.0,0.0,7.55
128.0,5.0,7.0,10.7985761572329,106.630438530429,0.0,14.87073929990493,14.237298722437757,78.9,0,0,0,0,0,1,15.331358342303552,0.0,0.0,0.0,100.0,12.0,8.116330223978641,1.0,0.0,0.0,1.0,0.0,24.0
52.0,3.0,4.333333333333334,10.8456952700703,106.726145060652,2.0,15.48107692307722,14.40074884671146,,1,0,0,0,0,1,18.903841583700096,,,,,7.0,8.218364209948913,0.0,0.0,0.0,1.0,0.0,6.5
80.0,5.0,30.0,10.826106823489,106.816541045198,3.0,15.48107692307722,18.03421329876938,,0,1,1,0,0,0,18.760003080075247,,,,,13.0,13.785173626622232,0.0,0.0,0.0,1.0,0.0,15.9
85.0,5.0,13.0,10.8455916369224,106.717976140987,0.0,15.48107692307722,17.78611714762465,,0,0,0,0,0,0,23.367189811728526,,,,,11.0,7.954736372824065,0.0,0.0,0.0,0.0,0.0,17.5
59.0,1.0,2.0,10.7956285428752,106.738189158142,0.0,38.647438220481845,23.346267146280812,,1,1,1,1,0,0,20.25050569105691,,,,,3.0,4.601791927484284,0.0,0.0,0.0,0.0,1.0,6.2
110.0,3.0,9.7,10.853908125696,106.762552325184,3.0,15.48107692307722,17.056969241416212,,0,1,1,0,0,1,19.567814035091047,,,,,6.0,10.958825562567242,0.0,0.0,0.0,1.0,0.0,9.8
354.0,7.0,23.6,10.7954396662009,106.690389157732,3.0,53.75818181817839,34.07029975082686,2751.2,0,0,0,0,0,1,22.762102461573292,66.36994765920326,11.92715905786566,0.0,21.702529805175928,30.0,2.4578988636641363,0.0,0.0,0.0,1.0,0.0,75.0
80.0,2.0,6.0,10.825781922376,106.689800793755,0.0,11.098013468022373,15.149860937399001,83.8,0,1,0,0,0,1,14.324407498016885,47.62529832935561,0.0,0.0,52.39856801909307,9.0,5.671408179105475,0.0,1.0,0.0,1.0,0.0,16.2
52.0,4.0,5.0,10.7929447226808,106.647504255328,0.0,19.38917355371901,14.561953480312356,251.6,0,1,1,0,0,0,20.25050569105691,16.915739268680447,0.0,0.0,83.08028616852147,12.0,6.1500497243325185,0.0,0.0,0.0,1.0,0.0,9.29
68.0,2.0,4.0,10.838902585753,106.648879142395,3.0,11.098013468022373,23.820911987062647,2080.4,0,1,1,0,0,0,10.107421869117639,97.5336473755047,0.0,0.0,2.464910594116516,6.0,9.025214823080786,0.0,0.0,0.0,1.0,0.0,6.89
69.0,5.0,4.9,10.7940555531389,106.674867448105,3.0,18.63592086332186,16.924787565129154,182.9,1,0,0,0,0,1,19.890851850482022,0.0,0.0,0.0,100.0,10.0,3.4987618974425345,0.0,0.0,1.0,0.0,0.0,16.9
48.0,5.0,6.0,10.8349589883977,106.664947601286,2.0,11.098013468022373,14.561953480312356,575.8,1,1,1,0,0,0,18.21396773749808,0.0,0.0,0.0,100.0,14.0,7.653265918584936,1.0,0.0,0.0,1.0,0.0,9.3
95.0,4.0,12.2,10.7549818130859,106.619749462724,3.0,10.737500000006847,18.09235831062452,733.6,1,1,1,0,0,1,20.25050569105691,0.0,0.0,0.0,100.0,9.0,9.188747105789464,0.0,0.0,1.0,0.0,0.0,12.9
74.0,2.0,5.0,10.7883239028849,106.658607235801,2.0,19.38917355371901,15.288713651298618,423.3,1,1,1,1,0,0,20.25050569105691,91.13394755492556,0.0,0.0,8.861327663595558,7.0,4.83962597410839,0.0,0.0,0.0,0.0,0.0,11.5
91.0,4.0,9.85,10.7877162675983,106.686197693699,2.0,54.46617152529408,106.67729565230768,6272.2,1,0,1,1,0,1,75.75321427483613,82.48254201077772,0.0,3.688976754567775,13.828800102037563,12.0,2.0849506840087715,0.0,0.0,0.0,0.0,1.0,22.5
51.0,4.0,12.0,10.856697041123,106.699483535348,3.0,8.826587030733174,13.645852307543556,1888.8,0,1,1,0,1,0,20.25050569105691,48.95277424819992,13.905654383735708,0.0,37.14210080474375,10.0,8.974838238439089,0.0,0.0,0.0,1.0,0.0,5.5
57.0,3.0,5.966666666666667,10.8075467088778,106.798167926131,2.0,19.053737403258268,23.42179327737413,,1,0,0,0,0,1,19.587917242844295,,,,,10.0,11.167782761470894,1.0,0.0,0.0,1.0,0.0,5.9
246.0,4.0,10.6,10.8183793371253,106.599967046512,0.0,10.737500000006847,13.71334205498395,2523.1,1,1,1,0,0,1,20.25050569105691,29.318298917997705,68.47964805199952,0.0,2.2020530300027747,51.0,12.009540051553552,0.0,0.0,0.0,0.0,1.0,15.0
526.0,3.0,6.0,10.7974539294882,106.672981717945,0.0,18.63592086332186,23.820911987062647,457.4,0,0,0,0,0,0,43.77795732213526,13.710100568430258,0.0,0.0,86.27896808045475,13.0,3.888986833294306,0.0,0.0,0.0,1.0,0.0,70.0
75.0,3.0,8.3,10.758757203781,106.680780900764,2.0,29.82381843840417,15.13100312673361,157.2,1,0,0,0,0,1,20.838172755970227,0.0,0.0,0.0,100.0,11.0,2.9330384253803947,0.0,1.0,0.0,1.0,0.0,17.5
40.0,5.0,6.0,10.8108406639983,106.70186243186,0.0,18.827244701348747,20.454141465138118,1412.5,1,0,0,0,0,0,17.16203807849431,17.998584070796458,0.0,0.0,80.61309734513274,8.0,3.875000064040406,0.0,0.0,0.0,0.0,1.0,8.7
60.0,4.0,3.0,10.6928643612064,106.740767914455,3.0,8.131668552257471,7.431275025157785,1136.2,1,0,0,0,0,0,8.354727166160457,89.45696180249956,0.0,0.0,10.54215807076219,6.0,10.209661594479789,0.0,0.0,0.0,0.0,0.0,4.95
66.0,3.0,12.0,10.7643288218748,106.705540712609,3.0,12.968707708226514,20.454141465138118,2609.7,0,0,0,0,0,1,19.111424974759938,96.65517109246274,0.0,0.0,3.3432961643100745,4.0,1.3854713886908527,0.0,0.0,1.0,0.0,0.0,13.7
30.0,3.0,24.0,10.7639691905444,106.632779594258,0.0,14.87073929990493,18.35882491952716,1273.7,0,0,0,0,0,0,29.940845325225013,38.11494072387532,0.0,61.88505927612468,0.0,4.0,7.582015688714611,0.0,0.0,0.0,0.0,1.0,5.95
105.0,4.0,10.0,10.7629738230656,106.686863270693,0.0,53.75818181817839,59.25648860397285,2619.3,1,1,1,1,1,1,72.86150756189254,99.6766311609972,0.3214599320429122,0.0,0.0,8.0,2.1252164219706406,0.0,0.0,0.0,1.0,0.0,43.0
21.0,4.0,6.7,10.7443843652858,106.668565812691,0.0,9.364834955468142,14.561953480312356,17829.7,0,0,0,0,0,1,20.25050569105691,11.773950206677624,13.479980033315195,74.74623801858696,0.0,6.0,4.998984392920083,0.0,0.0,0.0,1.0,0.0,2.48
110.0,2.0,6.0,10.8801976664549,106.650931431211,2.0,8.826587030733174,13.805666803246416,1548.4,1,0,0,0,0,0,18.206777355077413,71.44988375096874,0.0,0.0,28.549470421079825,8.0,12.81649290197273,0.0,0.0,1.0,0.0,0.0,5.55
122.0,2.0,20.0,10.8674305854356,106.628351436794,3.0,8.826587030733174,9.23912502081522,,0,0,0,0,0,0,17.671025386590237,,,,,6.0,12.903087866750672,0.0,0.0,1.0,0.0,0.0,9.5
50.0,3.0,6.0,10.7455018305876,106.730782428933,3.0,17.789285714285825,17.42635834230355,1428.8,1,0,0,0,0,0,20.25050569105691,0.0,0.0,0.0,99.99720044792834,9.0,4.691940523315529,0.0,0.0,0.0,1.0,0.0,9.45
149.0,3.0,7.8,10.7602873947292,106.67013477122,0.0,29.82381843840417,24.56391683041859,2906.0,0,0,0,0,0,1,20.25050569105691,1.666207845836201,98.32174810736409,0.0,0.0,16.0,3.807124273627843,0.0,0.0,0.0,1.0,0.0,32.5
68.0,4.0,8.0,10.8759957646498,106.654827162082,2.0,8.826587030733174,13.805666803246416,388.5,0,1,1,0,0,0,24.269797544088476,61.14028314028314,0.0,0.0,38.857142857142854,10.0,12.213632415725083,0.0,0.0,0.0,0.0,1.0,7.78
52.0,3.0,5.0,10.8676817318612,106.635014752056,0.0,8.826587030733174,9.23912502081522,,1,0,1,1,0,0,20.25050569105691,,,,,7.0,12.490929204312888,0.0,0.0,0.0,0.0,1.0,5.3
113.0,2.0,15.0,10.8080210724872,106.678413282517,3.0,18.63592086332186,18.093318479606467,953.6,0,0,0,0,0,0,17.39220212010448,80.15834731543625,0.0,0.0,19.84689597315436,9.0,4.338014739485524,0.0,0.0,0.0,1.0,0.0,16.0
50.0,1.0,12.0,10.7883860030399,106.704141756419,2.0,53.75818181817839,49.46190076307165,4243.5,1,0,0,0,0,0,20.088667961923438,4.757864969954047,95.2423706845764,0.0,0.0,5.0,1.4167715036343371,1.0,0.0,1.0,0.0,0.0,18.7
54.0,3.0,7.15,10.8444059211117,106.733193696348,3.0,15.48107692307722,14.40074884671146,,1,0,0,0,0,1,20.25050569105691,,,,,7.0,8.375231406642856,0.0,0.0,1.0,0.0,0.0,7.9
12.0,2.0,4.0,10.780538727806,106.649848851659,0.0,19.38917355371901,14.561953480312356,967.0,1,1,1,1,0,1,9.90181956943871,93.66907962771458,0.4353671147880041,0.3691830403309203,5.522233712512927,4.0,5.621031975396144,0.0,0.0,0.0,1.0,0.0,2.4
70.0,2.0,30.0,10.7846566414128,106.770712468851,0.0,38.647438220481845,23.328827418358713,,1,0,1,1,0,1,19.567814035091047,,,,,5.0,7.664627865042925,0.0,0.0,0.0,1.0,0.0,7.4
30.0,2.0,6.0,10.8559318865713,106.750000946127,0.0,15.48107692307722,18.370149256274082,,0,0,0,0,0,1,18.328763957132956,,,,,4.0,10.369307168173894,0.0,1.0,0.0,1.0,0.0,2.65
58.0,4.0,5.0,10.8135595374425,106.68978590508,0.0,18.827244701348747,16.924787565129154,916.7,0,0,0,0,0,0,17.40171754184511,96.53867132104288,0.0,0.0,3.462419548380059,8.0,4.355431996311748,0.0,0.0,0.0,0.0,1.0,9.9
59.0,2.0,4.0,10.8360683405809,106.661403462669,3.0,11.098013468022373,16.924787565129154,72.1,1,1,0,0,0,0,10.107421869117639,22.399445214979195,0.0,77.55894590846047,0.0,8.0,7.963163720118811,0.0,0.0,1.0,0.0,0.0,6.7
41.0,2.0,16.0,10.8131952150563,106.625734024515,3.0,14.87073929990493,13.051852005459661,1123.2,0,0,0,0,0,0,20.25050569105691,72.21509971509971,0.0,0.0,27.78400997150997,5.0,9.212602215980787,0.0,0.0,1.0,0.0,0.0,8.0
60.0,3.0,10.0,10.8117881993535,106.709355061325,3.0,18.827244701348747,20.47473566303819,2613.6,1,1,1,1,1,0,18.78482813097723,30.41169268441996,0.0,65.2345423936333,4.355677992041629,12.0,4.080340511956368,0.0,0.0,0.0,1.0,0.0,10.5
68.0,4.0,8.0,10.7923086005819,106.671521190295,3.0,18.63592086332186,16.235786892588425,1661.2,1,0,0,0,0,0,13.842079023496492,80.9198169997592,0.0,0.0,19.080784974717073,9.0,3.7050542571438143,0.0,0.0,0.0,1.0,0.0,13.2
